informativeSNPs	Target
5	contig316579|XRN1|12
8	contig316580|MAT2B|12
8	contig316581|CCDC137|11
3	contig316588|CCNC|1
5	contig316589|KDM1B|6
6	contig316597|KATNA1|6
4	contig316598|PES1|9
4	contig316600|TRAF3IP1|11
1	contig316604|BACE2|8
1	contig316608|ZNF281|11
7	contig316612|ZFP2|8
2	contig316620|FAM40A|4
1	contig316621|PBX1|7
1	contig316623|CTNS|11
2	contig316624|PTPN6|7
3	contig316627|GFM1|7
3	contig316628|KLHL7|3
6	contig316629|ANGPTL7|6
2	contig316631|THOP1|11
3	contig316634|KBTBD4|6
7	contig316636|COG7|6
2	contig316642|SLC19A1|11
1	contig316645|PIGG|11
7	contig316648|C5orf34|11
2	contig316651|SPATS2L|10
1	contig316658|CASC4|6
5	contig316662|ZFYVE27|8
2	contig316668|PIGA|11
5	contig316679|TRAK2|8
7	contig316680|GGCX|7
7	contig316697|PHRF1|11
1	contig316701|SLC29A1|11
1	contig316705|SLC30A1|11
3	contig316708|CKAP2|11
2	contig316711|RGMB|8
4	contig316719|DEK|7
1	contig316720|SPOCK3|6
4	contig316730|DESI2|3
2	contig316733|GTSE1|11
1	contig316735|PLEK2|6
8	contig316736|DHX57|11
3	contig316746|MAPKAP1|2
4	contig316747|FANCD2|8
5	contig316750|ARHGAP17|11
3	contig316754|ACTR10|7
1	contig316759|KRAS|6
7	contig316760|ZNF142|11
8	contig316762|LRPAP1|9
2	contig316765|SORCS2|8
5	contig316767|VLDLR|6
1	contig316769|HSD17B4|6
4	contig316772|COBRA1|6
3	contig316779|PCDH18|6
1	contig316780|MTHFR|6
1	contig316781|KIDINS220|11
2	contig316783|PLAA|8
1	contig316787|LEPRE1|9
1	contig316793|TULP4|6
2	contig316794|FBXO7|8
2	contig316800|PJA2|12
2	contig316803|PEX12|11
3	contig316807|MYOT|11
10	contig316809|CDC6|11
2	contig316813|CPN2|11
12	contig316814|TEN1|11
5	contig316817|ISLR2|8
6	contig316818|DUSP16|6
6	contig316819|SENP3|11
1	contig316824|ZNF592|11
1	contig316825|NRP2|11
5	contig316826|SLU7|6
6	contig316828|RCC1|7
5	contig316833|TRAF3IP2|7
7	contig316835|KRTCAP3|11
4	contig316837|C12orf52|11
3	contig316842|TADA3|6
3	contig316846|PGP|11
6	contig316854|GLA|11
9	contig316856|SKA3|8
3	contig316858|STX8|9
3	contig316861|PVRL4|11
1	contig316865|FAM190A|12
2	contig316868|OXTR|11
3	contig316872|EGR1|11
1	contig316878|RETSAT|11
6	contig316879|ERCC2|11
1	contig316881|MAOB|6
11	contig316885|DDX54|9
4	contig316886|TFDP1|11
1	contig316887|ALS2|6
3	contig316889|CDC42EP4|8
4	contig316890|HK2|8
1	contig316894|MYO18B|11
1	contig316895|LRRC4C|8
3	contig316898|PITPNB|3
2	contig316900|SCLT1|11
5	contig316911|ELOVL5|6
1	contig316915|APEH|7
1	contig316918|FAM171A1|11
2	contig316921|CASP9|11
1	contig316923|UHRF1BP1L|11
12	contig316925|MRPL48|6
4	contig316931|BNIP3L|6
6	contig316932|MCMBP|7
1	contig316937|SUCLG2|2
5	contig316941|PEAK1|11
4	contig316946|CASP10|11
7	contig316953|PLS1|3
1	contig316954|ZNF518A|11
1	contig316958|SHANK2|8
9	contig316959|PRKRA|12
7	contig316962|ATL3|4
5	contig316964|HOMER2|11
4	contig316967|ANP32B|12
5	contig316969|WBP1L|11
1	contig316971|EPS15|6
5	contig316975|PCDH19|6
3	contig316976|COBLL1|6
5	contig316978|ENTPD4|11
4	contig316981|SF3A3|11
6	contig316983|ALPK3|11
4	contig316988|ZBTB33|12
6	contig316990|IPCEF1|11
2	contig316993|FBXO16|6
3	contig316996|SHROOM3|11
2	contig316997|LOC388210|11
6	contig317002|NKTR|11
3	contig317003|PIGW|11
9	contig317004|CWH43|7
1	contig317007|MESDC1|6
5	contig317008|CLDND1|6
1	contig317009|SMARCAL1|6
4	contig317010|PYCRL|11
8	contig317018|UGDH|6
3	contig317021|PPM1B|5
2	contig317022|BTAF1|6
2	contig317031|BNIP3|6
3	contig317037|SH3BGRL|8
5	contig317039|KRT15|11
8	contig317048|IL17D|8
1	contig317050|MMEL1|8
4	contig317056|SAP30L|6
3	contig317059|CYP27A1|11
2	contig317060|WDHD1|12
7	contig317074|DOK1|12
6	contig317078|INSIG1|6
14	contig317083|CD82|6
3	contig317085|ARL4A|11
4	contig317086|HDAC1|8
3	contig317087|SNW1|2
2	contig317089|PTPRD|8
6	contig317093|KCTD14|6
1	contig317099|TOX2|7
1	contig317101|RACGAP1|7
4	contig317110|AK7|8
9	contig317113|CNTRL|11
4	contig317115|NKAP|8
6	contig317123|CD93|11
7	contig317124|DNAJA1|10
2	contig317125|STK16|6
10	contig317128|TBX18|11
1	contig317137|C12orf26|11
8	contig317144|SLC7A3|12
3	contig317152|RHOBTB2|9
2	contig317154|WAPAL|11
3	contig317158|TGFBR1|8
6	contig317159|PTK7|11
7	contig317160|ST13|9
1	contig317168|CCDC18|6
8	contig317182|SELENBP1|11
5	contig317183|ELAC1|8
5	contig317184|GALNT11|2
2	contig317188|HAUS4|11
7	contig317191|TMEM48|11
2	contig317192|SNTA1|8
4	contig317197|SMU1|3
4	contig317199|BAG4|9
1	contig317200|DNASE1L3|6
5	contig317205|JPH2|11
1	contig317208|FBXO34|11
1	contig317211|ANO5|3
3	contig317216|FAM222A|11
1	contig317218|LONP1|11
1	contig317219|LACTB|11
5	contig317221|TGFB1|11
3	contig317224|CHGB|11
1	contig317226|TCTN2|11
4	contig317228|XXYLT1|11
6	contig317231|PPAT|6
4	contig317232|SLC13A1|12
8	contig317233|TPK1|6
10	contig317238|MKI67IP|8
9	contig317242|CDT1|6
2	contig317258|C5orf22|6
1	contig317267|PLXNB3|8
2	contig317281|PLA2G7|6
2	contig317285|SPRYD4|8
3	contig317294|SEPHS1|8
3	contig317296|ISYNA1|8
5	contig317297|GPR84|6
2	contig317305|PANK4|11
1	contig317310|SLC5A3|11
4	contig317313|LRWD1|11
3	contig317314|PCF11|11
2	contig317317|ZNF516|11
5	contig317320|SF3B2|8
6	contig317322|GPR89B|3
2	contig317334|MAPK1|8
4	contig317335|FRAS1|8
6	contig317337|KDM1A|5
3	contig317338|RBM12B|12
5	contig317340|ATP6V0E2|8
1	contig317353|ADAMTS2|6
1	contig317357|WHSC1L1|11
2	contig317358|HSPA14|6
3	contig317370|FAM84A|6
4	contig317377|G3BP1|9
6	contig317381|SNAPIN|6
1	contig317386|C14orf21|11
2	contig317390|RBM26|6
6	contig317395|E33C5|OPA
6	contig317397|GNAI1|6
3	contig317400|GPR75-ASB3|6
5	contig317401|SYNM|8
3	contig317403|MMD|8
7	contig317414|PTX3|11
2	contig317415|BCAR3|11
2	contig317419|MATN4|7
4	contig317420|ABCF2|6
5	contig317426|ABHD14A|11
2	contig317427|ACY1|7
8	contig317437|IL16|11
12	contig317438|HCRTR2|11
2	contig317446|SLC39A3|11
2	contig317448|FAM73A|6
5	contig317451|DOPEY1|8
3	contig317452|RBM24|2
1	contig317455|L3MBTL3|9
4	contig317456|ANAPC5|6
3	contig317457|DENND1A|11
3	contig317474|AOC3|8
4	contig317479|STK39|3
2	contig317484|QPCTL|11
5	contig317485|DHX30|11
7	contig317488|AHCTF1|11
7	contig317489|NRCAM|8
1	contig317490|ARL5A|6
1	contig317491|CDC42SE2|6
2	contig317492|CIC|12
2	contig317505|ROR2|6
4	contig317506|GAS7|6
5	contig317507|MED26|11
7	contig317508|PRKAR1B|8
2	contig317516|PSAP|11
1	contig317525|NAV1|6
2	contig317527|ZBED1|6
1	contig317529|MTMR3|8
3	contig317538|CCNG1|6
1	contig317540|PPP3R1|11
2	contig317542|TDRD3|8
1	contig317544|SYT3|3
1	contig317545|EPS8L2|11
15	contig317548|WDR60|11
2	contig317559|LACC1|11
3	contig317561|VWF|11
1	contig317564|OSTM1|8
2	contig317574|C19orf43|8
1	contig317577|PPP1R7|11
2	contig317579|ZNF167|11
2	contig317584|PLTP|7
1	contig317586|FAM214A|6
9	contig317589|TMEM201|11
7	contig317593|KANSL2|6
2	contig317598|TP53I11|6
5	contig317601|ZNF568|11
1	contig317604|PODN|7
5	contig317613|CRTC2|12
3	contig317615|PNPT1|2
11	contig317617|EXOSC2|8
3	contig317625|UTP6|11
2	contig317628|AADAT|6
4	contig317629|SPATA7|12
2	contig317630|CENPE|8
5	contig317634|CHMP1A|6
9	contig317635|PSEN1|8
13	contig317636|USP39|2
3	contig317638|DCAF7|6
2	contig317639|SETDB1|11
4	contig317640|HSPA5|2
2	contig317641|SLC43A1|9
2	contig317643|VANGL2|6
5	contig317645|COIL|8
4	contig317649|GUSB|3
4	contig317652|MICAL3|8
2	contig317656|C11orf41|8
4	contig317658|NAT16|6
10	contig317662|LSG1|11
8	contig317673|STEAP4|11
1	contig317676|LRRC23|11
1	contig317679|TTC17|11
3	contig317683|DACT1|11
5	contig317698|REXO1|12
4	contig317708|GPR64|11
4	contig317718|PVRL3|11
6	contig317720|GAS6|11
1	contig317721|CIB2|11
5	contig317728|PAF1|11
3	contig317732|LIG4|6
8	contig317733|CDC34|6
16	contig317735|WDR54|11
1	contig317738|TMEM104|7
2	contig317742|ASCC2|7
4	contig317752|ESCO2|11
1	contig317753|ATG7|6
1	contig317755|APLN|11
2	contig317760|TNFRSF21|6
4	contig317762|IFT27|6
2	contig317766|MED29|11
4	contig317767|TMX3|6
3	contig317772|TPRN|8
6	contig317773|ARHGAP29|11
1	contig317776|PCSK5|5
1	contig317781|FTO|9
8	contig317785|KIAA1383|12
4	contig317786|C5orf28|6
6	contig317794|KIF23|7
8	contig317798|C14orf109|11
6	contig317800|UFSP2|12
10	contig317801|TEDDM1|11
2	contig317803|WDR44|6
7	contig317813|POLI|11
3	contig317816|C7orf50|11
7	contig317821|AP2M1|3
3	contig317826|RPUSD2|12
5	contig317829|COL6A6|12
3	contig317830|XK|6
2	contig317835|C4orf29|6
5	contig317836|SORBS3|11
3	contig317838|FNTA|11
3	contig317839|SLC25A25|6
1	contig317840|EDC3|6
3	contig317849|MARS2|12
4	contig317854|SMCR7L|6
5	contig317858|SALL4|12
4	contig317860|ANGEL2|11
1	contig317861|DDX55|6
7	contig317863|TCEANC2|8
10	contig317864|MLH1|6
8	contig317866|C16orf13|6
5	contig317867|ZNF420|8
8	contig317875|VPS33A|11
3	contig317876|EPYC|11
1	contig317880|CASC5|11
3	contig317881|ZHX1|8
1	contig317883|DUSP10|6
2	contig317887|HELQ|8
1	contig317888|RNF41|3
1	contig317893|TACC2|7
3	contig317894|MYH6|7
3	contig317897|FANCA|11
4	contig317900|EML2|9
2	contig317901|COMT|11
3	contig317906|POT1|11
4	contig317908|TACR3|6
1	contig317911|SLC9A2|11
4	contig317913|DIEXF|9
2	contig317918|FAM108B1|6
1	contig317920|KIF27|11
4	contig317921|FBXO46|12
3	contig317925|WDFY3|8
1	contig317932|BCAR1|9
6	contig317935|CXADR|8
1	contig317944|CDK5RAP3|11
2	contig317946|C14orf37|8
3	contig317948|C14orf38|12
1	contig317950|GOT1|4
1	contig317962|TMEM64|6
2	contig317963|DHX40|6
2	contig317966|RPS6KA1|6
4	contig317975|GLDC|3
4	contig317977|MAN2B2|11
4	contig317978|SLC35B4|7
2	contig317980|RFXAP|9
13	contig317981|ART1|11
4	contig317982|TMEM62|8
14	contig317988|XRCC6|9
4	contig317999|ELAC2|11
4	contig318000|TLL2|11
1	contig318001|LAS1L|11
8	contig318004|RNF11|6
1	contig318010|DNAJC6|6
2	contig318012|KANK1|6
5	contig318022|AKAP17A|11
3	contig318024|CUL9|9
4	contig318025|TIPIN|11
3	contig318028|MIB2|6
8	contig318034|YARS|6
8	contig318040|CXXC1|6
1	contig318045|SNX9|3
2	contig318046|MSH6|11
1	contig318052|RAB7B|12
6	contig318055|GABRA2|11
2	contig318062|TMTC2|6
4	contig318068|CHIT1|11
1	contig318070|BAI3|6
3	contig318076|DDX20|11
4	contig318078|SOS2|6
5	contig318091|NEIL1|11
2	contig318093|RBCK1|11
2	contig318096|PLCB1|8
2	contig318102|DISP1|11
1	contig318110|TUBGCP4|6
6	contig318113|CCND2|6
7	contig318115|THOC7|11
2	contig318128|APAF1|7
3	contig318134|RNF150|6
3	contig318136|MPDZ|6
6	contig318138|ADORA3|11
3	contig318152|LUZP1|11
1	contig318158|PHB2|6
5	contig318159|TRERF1|12
2	contig318164|EP300|6
1	contig318166|PTCD3|11
2	contig318171|LPHN2|8
6	contig318173|ABCB6|8
1	contig318174|ABCE1|1
4	contig318177|UNC5D|6
1	contig318182|RYR1|11
1	contig318183|DYNC1LI1|6
2	contig318201|DGAT2|6
5	contig318209|AP4E1|11
1	contig318210|SPOP|6
5	contig318211|HEXDC|11
2	contig318215|LRRC1|8
3	contig318218|GCNT1|8
3	contig318222|LIMK2|7
8	contig318223|MPHOSPH10|9
2	contig318224|OTOP2|11
2	contig318228|CPAMD8|11
1	contig318230|DNTTIP1|9
4	contig318235|PUS1|11
2	contig318237|FAF2|7
1	contig318242|ZFP161|8
4	contig318258|C10orf90|11
3	contig318264|FLNB|7
6	contig318267|ADAMTS12|11
13	contig318276|SLC11A1|9
4	contig318278|HSPA12B|6
3	contig318292|E2F3|6
1	contig318296|ACTR3|6
2	contig318299|HMMR|6
2	contig318307|STK31|11
3	contig318308|PRKCH|8
1	contig318317|PRDM8|8
4	contig318329|GALNT10|6
2	contig318339|SH3BP5L|11
6	contig318344|NUP88|7
5	contig318348|CHAC2|11
5	contig318350|SARS|7
1	contig318351|ERGIC1|11
1	contig318352|CKAP5|8
2	contig318354|RIMKLB|8
4	contig318355|TSHZ2|11
3	contig318365|BCAN|11
3	contig318367|SCFD1|11
3	contig318376|ECM1|11
2	contig318381|CCDC14|9
3	contig318382|HERC4|11
2	contig318385|VPS52|11
1	contig318386|C19orf29|11
4	contig318387|UTP15|6
13	contig318394|P2RX7|9
3	contig318396|TMEM185A|7
1	contig318401|GEMIN4|11
4	contig318406|TGM6|11
11	contig318414|C20orf4|11
1	contig318419|TCEA1|11
4	contig318421|RAB18|3
6	contig318423|ACOT11|11
2	contig318426|SLITRK2|11
2	contig318428|ADAMTS3|6
1	contig318432|PWWP2B|12
7	contig318434|EVC|11
9	contig318441|RPS6KB2|7
3	contig318448|PTPRO|11
4	contig318450|SMARCD1|3
1	contig318451|TRMT2A|9
1	contig318452|RPAP3|9
2	contig318453|HEPHL1|11
2	contig318461|NEUROD6|6
6	contig318462|RBL1|11
2	contig318464|SYVN1|11
4	contig318465|NLGN1|8
4	contig318470|D4S234E|6
14	contig318471|LEMD2|11
6	contig318474|MCCC1|7
5	contig318475|HEATR5B|11
1	contig318481|SLC25A17|11
5	contig318485|PRICKLE1|8
4	contig318506|CTGF|11
7	contig318509|HPS3|11
8	contig318513|SQLE|11
6	contig318515|SYTL2|6
1	contig318526|IGFALS|11
5	contig318527|ZFPM2|8
11	contig318533|SAMSN1|9
8	contig318534|NPM1|11
6	contig318551|TRDMT1|6
2	contig318553|C17orf85|6
5	contig318559|SERPINB6|11
4	contig318562|ATP1B3|11
1	contig318567|CLK3|6
7	contig318570|C12orf23|11
1	contig318573|SYNPR|8
1	contig318574|LPCAT2|11
2	contig318583|GLRA2|8
2	contig318584|UTP3|11
4	contig318586|ANKRD43|11
3	contig318594|UBE2R2|6
3	contig318596|DEPDC1B|6
3	contig318598|COL4A2|11
5	contig318599|FAM188B|11
4	contig318604|MLYCD|3
4	contig318606|RASA4|6
1	contig318607|SH3PXD2B|11
7	contig318612|PVRL2|12
10	contig318615|KBTBD13|6
5	contig318617|HIBADH|8
2	contig318618|NAIP|8
1	contig318624|TH1L|8
5	contig318629|PMF1|11
5	contig318630|BCS1L|11
3	contig318641|CDKN2D|8
3	contig318642|UBE2K|2
1	contig318654|DGKQ|6
5	contig318656|TMEM2|11
10	contig318666|CYSLTR1|8
2	contig318668|ARF6|6
2	contig318669|MCOLN2|11
4	contig318670|RNF169|12
1	contig318671|CROT|11
1	contig318687|FAM5C|6
5	contig318688|TRPV5|11
2	contig318690|KDM5C|6
7	contig318692|NCDN|11
2	contig318693|ZNF674|11
1	contig318698|PLCL2|11
1	contig318701|CDC42EP3|6
2	contig318702|CCDC88C|8
5	contig318703|SETD5|11
3	contig318708|HEATR3|9
6	contig318709|NKAIN4|11
4	contig318719|RDX|6
1	contig318720|C9orf100|6
1	contig318723|PI4KA|6
2	contig318735|SNX19|8
9	contig318736|YKT6|7
1	contig318739|LOH12CR1|11
3	contig318743|ANKRD6|11
9	contig318746|CR2|11
13	contig318751|CYBB|6
1	contig318762|BCL7B|6
8	contig318764|CYP4B1|11
1	contig318768|TRAM2|6
1	contig318769|ICA1|6
1	contig318770|ODF2L|11
3	contig318772|VPS45|6
1	contig318777|COL14A1|11
4	contig318791|BMPR1B|6
3	contig318795|AK5|8
5	contig318798|OGDHL|11
3	contig318814|ZDHHC9|11
3	contig318816|GNAZ|6
2	contig318831|CYP27C1|11
7	contig318833|METTL19|3
7	contig318834|D2HGDH|10
7	contig318835|E7C1|OPA
1	contig318836|CALR|9
3	contig318837|ZBTB6|12
1	contig318838|ALAD|6
5	contig318842|SPATA2L|11
7	contig318846|SEMA4A|11
1	contig318847|BFSP2|6
9	contig318848|SGK196|11
3	contig318850|PAM|9
6	contig318852|RRM2B|6
7	contig318861|SPG11|11
6	contig318865|C9orf41|11
3	contig318888|UCK1|7
6	contig318891|MAD2L2|3
4	contig318892|GGA3|6
2	contig318897|PEX14|2
6	contig318899|SLC30A6|11
1	contig318901|VOPP1|8
3	contig318907|GPR34|8
5	contig318908|MAPRE1|11
3	contig318914|MPEG1|12
5	contig318915|ASPM|8
10	contig318919|ALCAM|8
3	contig318921|PUS7L|11
2	contig318922|RAD1|11
7	contig318923|PIGC|8
1	contig318925|ARHGAP1|6
3	contig318940|SENP7|11
4	contig318953|TBCE|11
3	contig318958|POLR3G|11
6	contig318961|TNFAIP8|11
1	contig318969|TFAP2A|11
8	contig318972|RTKN2|11
3	contig318979|LRRC61|11
6	contig318980|DARS2|6
6	contig318982|FKRP|11
3	contig318983|RBBP4|5
6	contig318996|EREG|11
4	contig318999|E14A2|OPA
5	contig319002|RELL1|8
12	contig319014|P2RY4|8
5	contig319043|PRRT3|11
9	contig319051|E13E6|OPA
1	contig319058|TMEM204|6
4	contig319060|METTL16|8
8	contig319061|SRPK2|11
3	contig319067|CLSTN2|11
7	contig319068|PIGM|7
1	contig319072|HAUS5|11
3	contig319081|MCCC2|11
1	contig319082|RNF168|11
6	contig319085|ZNF407|11
3	contig319086|FOXN2|11
1	contig319099|PIGH|11
3	contig319101|ZFAT|8
3	contig319103|MAN1A2|7
1	contig319104|CPNE3|6
5	contig319110|EIF2AK1|8
1	contig319111|APBB1|11
3	contig319127|BFAR|11
1	contig319140|PSMD5|8
1	contig319148|GOLGA5|6
2	contig319159|USP38|11
9	contig319164|KBTBD10|9
15	contig319168|CDKL1|11
1	contig319178|NTF3|11
2	contig319183|FXR2|7
3	contig319189|NCKAP5L|11
1	contig319191|RAB40B|6
4	contig319208|SYDE2|6
3	contig319210|XPNPEP2|12
2	contig319211|KIAA1045|8
8	contig319222|PFAS|9
1	contig319223|NEFM|11
6	contig319233|FAM123B|11
4	contig319240|FUCA1|5
2	contig319265|USP14|3
5	contig319266|TECPR2|11
3	contig319273|CCDC112|6
3	contig319276|TPPP3|5
1	contig319277|TTC30B|6
2	contig319280|FARP1|7
1	contig319285|RTN4R|11
2	contig319286|KIAA1211|12
3	contig319288|EMILIN2|12
4	contig319291|FAM50A|3
6	contig319293|DDX28|11
3	contig319298|SNX2|3
2	contig319300|ATP6V1C1|3
14	contig319302|TAX1BP3|11
5	contig319304|CYP2A13|8
1	contig319315|ASPSCR1|12
9	contig319325|CYP19A1|8
4	contig319330|MLF1|11
2	contig319336|MELK|11
1	contig319337|PKP3|6
2	contig319345|KIAA0895|12
1	contig319352|CYLD|6
4	contig319353|TTC27|3
1	contig319355|N4BP2|11
3	contig319356|ZBTB1|11
2	contig319359|MTMR4|8
1	contig319375|FBLN2|11
2	contig319376|PMS2|3
4	contig319378|CORO2B|8
1	contig319380|NSUN4|11
5	contig319390|DNASE1L1|9
7	contig319397|MYLK|9
4	contig319402|RFWD3|6
4	contig319403|GRIN2A|6
2	contig319405|RDH10|6
4	contig319407|MTMR1|6
2	contig319421|ROBO1|11
2	contig319430|C22orf28|6
4	contig319439|FAM59A|11
2	contig319441|DHRS3|6
4	contig319444|XYLT1|11
8	contig319447|TIPARP|11
2	contig319450|SLC18B1|11
1	contig319461|KCNG1|11
6	contig319467|ATP7A|6
1	contig319469|SOX10|8
4	contig319470|RBM33|11
7	contig319473|IDUA|7
4	contig319477|VMA21|8
2	contig319478|DUS3L|7
2	contig319480|KIAA0947|11
1	contig319485|PTPN11|11
2	contig319492|PARD3|6
1	contig319494|NOL11|11
5	contig319495|IFNAR1|11
2	contig319501|TAF3|6
3	contig319504|SLC25A37|6
3	contig319506|AARSD1|6
13	contig319509|ANKRD29|6
5	contig319510|UGT2A2|12
2	contig319515|LAMTOR3|6
3	contig319516|SFXN4|11
1	contig319518|DDAH1|6
1	contig319529|5-Mar|6
7	contig319530|RNF170|5
5	contig319547|APBA2|6
3	contig319555|NARS2|6
4	contig319567|GPR144|11
4	contig319574|DAO|8
9	contig319577|POLD3|11
7	contig319578|ADIPOR1|6
1	contig319602|IFT52|6
2	contig319604|SAMD1|11
3	contig319613|MYO3B|11
3	contig319616|SEC13|8
8	contig319618|NCL|8
7	contig319619|CD163L1|6
4	contig319624|KLF11|9
5	contig319627|POLR3K|6
1	contig319631|SLC39A7|6
3	contig319634|RNF103|6
3	contig319644|PRSS23|11
8	contig319645|PLA2G4F|11
4	contig319648|RDBP|9
3	contig319658|TRIB1|8
15	contig319660|NME6|11
2	contig319665|ARHGAP23|9
2	contig319668|RAC1|11
3	contig319674|ANKRD2|7
12	contig319696|MOGS|11
5	contig319698|DUSP7|6
6	contig319706|SLC2A2|11
7	contig319708|LRRC31|11
3	contig319712|TCTA|11
1	contig319718|MDGA2|6
8	contig319722|CHGA|11
3	contig319724|ENPP5|11
2	contig319726|MCM3AP|11
5	contig319727|MUM1|11
9	contig319728|TAF5|6
7	contig319729|COPZ1|8
3	contig319731|TRMT6|11
4	contig319733|OCSTAMP|11
2	contig319740|PIBF1|6
3	contig319751|EHMT2|6
8	contig319754|FLRT2|12
4	contig319757|BANP|6
8	contig319761|BCHE|11
5	contig319762|CLIC1|8
2	contig319775|C17orf48|6
2	contig319783|ASPN|12
3	contig319786|HIBCH|8
3	contig319800|LRRC8D|8
3	contig319810|THUMPD2|11
3	contig319826|XRCC6BP1|8
5	contig319828|MAMDC2|7
3	contig319837|LOC388630|11
6	contig319842|ANGPT1|6
1	contig319856|TMEM132A|6
2	contig319857|IRF2BPL|8
1	contig319865|BCL11B|8
1	contig319869|CNRIP1|6
1	contig319872|TRIP4|6
3	contig319884|USP33|6
7	contig319885|TRIM59|11
8	contig319887|NEURL1B|11
2	contig319888|APBA1|6
1	contig319889|DOLK|6
2	contig319893|HSPH1|8
1	contig319898|DCAF5|12
7	contig319902|LTV1|9
1	contig319907|MANEAL|6
5	contig319912|KREMEN1|8
1	contig319917|COG6|5
3	contig319920|DDX52|6
2	contig319922|DHX38|3
3	contig319923|ACTR5|6
4	contig319939|KIAA2026|11
4	contig319942|SLAIN1|9
5	contig319943|TRMT1|7
9	contig319945|PEX3|6
2	contig319968|RAB12|6
5	contig319970|CXCR7|11
6	contig319976|RGS3|6
6	contig319977|NDUFAF5|6
6	contig319979|SLC25A24|7
1	contig319988|CEPT1|6
3	contig319992|NPY5R|11
3	contig319995|WDR76|8
3	contig319999|CHST11|11
4	contig320011|FAM20C|11
2	contig320016|SLC44A3|11
3	contig320023|PTPN5|11
3	contig320034|SZT2|8
4	contig320040|ST7|6
7	contig320048|WDR34|11
3	contig320053|PRC1|8
4	contig320061|TCF19|11
1	contig320072|MECR|6
4	contig320079|IBA57|11
4	contig320091|NFRKB|11
4	contig320093|DHODH|11
1	contig320095|TSPAN7|11
5	contig320117|ERCC8|11
4	contig320120|TSEN2|9
8	contig320124|CCR5|11
5	contig320127|LOC100510062|11
3	contig320138|TUB|2
4	contig320142|TTL|6
3	contig320147|SFTPD|11
2	contig320169|GATAD2A|6
2	contig320179|ZC3HC1|11
1	contig320180|CDK6|6
5	contig320186|HHAT|11
2	contig320189|PAK7|6
7	contig320192|C12orf45|11
1	contig320197|AACS|6
5	contig320202|ACER1|7
4	contig320205|NHLRC2|11
1	contig320213|NR2F2|8
1	contig320216|PPIL4|6
1	contig320220|EPDR1|6
1	contig320243|FREM1|12
4	contig320256|RRP8|11
1	contig320257|HECW2|8
4	contig320265|CLCN5|6
10	contig320275|FIGNL1|6
5	contig320277|PTGS1|11
2	contig320284|WDR49|12
1	contig320285|RAP1B|6
6	contig320297|ITGB2|6
3	contig320301|FST|6
2	contig320307|ATP5SL|11
1	contig320321|SCPEP1|11
4	contig320324|PIGZ|6
1	contig320330|VAPB|6
6	contig320345|MED11|6
1	contig320353|KLHDC4|6
2	contig320361|AOAH|9
5	contig320365|CCDC114|8
5	contig320381|PSMC1|11
5	contig320383|PRKG2|6
3	contig320386|ASB15|6
3	contig320389|BRCA1|8
7	contig320394|TP53BP1|11
2	contig320396|MGAT4C|6
1	contig320397|ENOX2|6
1	contig320400|GLMN|11
5	contig320415|CDC20|6
1	contig320419|NEIL3|6
3	contig320428|FAM189A2|11
2	contig320432|LHFPL5|8
3	contig320436|MYO5B|7
2	contig320452|DUS1L|4
4	contig320458|LGI3|6
2	contig320459|TOPBP1|11
3	contig320460|KLF15|6
4	contig320462|ATP6AP1L|8
3	contig320466|RIMBP2|11
2	contig320485|RPUSD1|11
8	contig320487|ORAI1|7
1	contig320488|FGFR3|11
4	contig320493|CKMT1B|3
2	contig320509|SEMA3E|8
7	contig320510|ALDH7A1|7
6	contig320514|RABGGTB|2
1	contig320526|TEK|8
3	contig320530|SLC33A1|11
7	contig320539|SEPHS2|9
5	contig320545|GJB3|6
1	contig320547|KIFC1|11
5	contig320571|URI1|6
9	contig320591|ATXN10|11
1	contig320604|DMXL2|11
5	contig320605|MAPK11|8
4	contig320615|SORD|11
6	contig320620|DNAI1|8
2	contig320626|TBC1D19|11
4	contig320628|C14orf49|8
5	contig320633|ODZ3|6
1	contig320644|DPH2|11
2	contig320648|DPP4|8
3	contig320653|ZBTB37|11
5	contig320654|TAF8|6
2	contig320658|CMPK1|8
5	contig320667|USP30|6
5	contig320670|EGFL6|11
1	contig320677|RCL1|4
5	contig320680|SNX7|6
6	contig320682|LARP6|11
7	contig320685|ECSIT|11
4	contig320686|FANCE|12
4	contig320687|MYOZ1|9
6	contig320688|PRTN3|8
4	contig320696|FKBP4|6
1	contig320697|PPFIA2|8
3	contig320713|FHOD3|11
7	contig320719|BRF2|10
2	contig320723|DYNC2H1|11
10	contig320729|WDSUB1|11
2	contig320730|RBPMS2|6
3	contig320754|STMN2|3
1	contig320761|CLDN4|11
8	contig320767|MAPK15|8
7	contig320774|LSS|11
3	contig320780|GON4L|8
5	contig320781|CREB3L2|8
3	contig320791|KDM6A|6
1	contig320795|ATP1B2|11
1	contig320800|EIF4G3|8
7	contig320818|CCDC130|11
3	contig320823|ADRB2|11
10	contig320824|NICN1|11
5	contig320828|LPPR3|11
5	contig320829|CHRNE|8
2	contig320830|SPTB|6
6	contig320832|MRPL2|6
4	contig320839|TGFBR3|11
11	contig320852|TRMT61B|11
4	contig320874|TMEM211|11
8	contig320875|SERPINF2|11
3	contig320878|AURKA|11
2	contig320881|RAP2B|11
6	contig320885|OTUD4|11
1	contig320893|CHRNA5|6
3	contig320896|SLC39A6|7
1	contig320904|KLHL2|3
