Target	Length
contig319529|5-Mar|6	249
contig201867|YAP1|6	339
contig221824|VPS37C|11	410
contig431828|MORN5|6	361
contig155760|SLC1A3|11	390
contig326447|WNT2B|6	275
contig316255|SIK1|12	378
contig315985|ERO1L|8	352
contig156328|VAV2|7	277
contig193947|MRPL12|11	265
contig206266|CCNB2|6	347
contig190453|ACER3|6	234
contig620827|NGEF|11	188
contig325792|ALDOB|11	263
contig120644|PFDN2|3	212
contig203127|SUN1|9	231
contig124978|SPATA5L1|9	403
contig317733|CDC34|6	267
contig201606|TRIM8|6	230
contig315887|THBS2|9	349
contig315663|LEO1|9	421
contig476930|CHP2|6	213
contig472967|BAG2|8	372
contig274225|FGF9|6	233
contig222579|CFLAR|11	255
contig232269|RBPMS|6	155
contig134578|TGIF1|11	185
contig317058|STX1B|3	295
contig315466|NAA50|6	215
contig144386|CENPC1|8	338
contig482681|PRODH|8	275
contig314946|TDRD7|11	263
contig79611|DYNC1LI2|6	242
contig189721|CALB1|8	325
contig327034|STRA6|6	427
contig319762|CLIC1|8	312
contig134483|CHURC1|6	364
contig316012|MANBA|11	302
contig341262|THAP5|11	243
contig81232|SETDB2|11	294
contig345189|CHM|11	379
contig319888|APBA1|6	300
contig192867|CIZ1|8	330
contig318702|CCDC88C|8	244
contig318567|CLK3|6	382
Mex_NM_012083_Contig_1|FRAT2|11	316
contig207861|SSX2IP|8	156
contig323027|LRRC46|11	339
contig809201|NDUFA1|3	211
contig318574|LPCAT2|11	173
contig201390|LYPLA2|11	383
contig640586|SLC38A8|6	180
contig135541|JAM2|11	357
contig315587|RNF139|11	363
contig314287|HSPA4|8	351
contig204365|SPAST|6	324
contig194123|TBC1D7|11	268
contig319506|AARSD1|6	308
contig370921|METTL20|9	323
contig316218|EPSTI1|11	409
contig315845|KDM4C|11	242
contig30889|FBXW2|6	275
contig332652|LGALSL|8	199
contig203923|RHOT1|2	330
contig317390|RBM26|6	327
contig201333|PTPN1|6	227
contig189475|MPP1|6	255
contig46416|C20orf43|4	201
contig333903|RGS7|3	340
contig519217|CACNB3|8	315
contig317794|KIF23|7	322
contig189335|ANKRD13A|6	310
contig360936|RFESD|7	366
contig88861|TFR2|12	438
contig161581|PIN1|8	203
contig315076|CHORDC1|3	306
contig209584|HERPUD1|8	348
contig98331|SHF|11	182
contig210466|GLDN|6	264
contig205518|TDRKH|11	250
contig320326|ST6GAL1|8	321
contig215739|TPGS2|8	400
contig117307|WNK1|11	379
contig194847|CLEC3A|6	387
contig194776|CCDC23|11	315
contig134001|PPP1R2|11	337
contig392141|TTLL7|6	220
contig204049|MAP3K5|11	254
contig212452|ACAA1|6	188
contig144904|SYNRG|12	156
contig188931|B4GALT1|8	265
contig156779|SEC11C|8	350
contig323305|WDR18|11	439
contig189725|COPS7A|8	325
contig314390|GCC2|8	209
contig317821|AP2M1|3	269
contig202783|EIF4G1|8	216
contig322142|PUS10|6	288
contig124124|PRR14L|11	277
contig135738|SLC10A7|8	343
contig177645|TYROBP|8	309
contig247439|COMMD7|8	354
contig194559|CACNA2D2|6	287
contig314711|GALNT1|6	204
contig325404|ZGPAT|7	422
contig314982|ACY3|11	381
contig318004|RNF11|6	295
contig205842|GPNMB|11	201
contig407744|ORMDL3|6	173
contig318406|TGM6|11	392
contig231180|EMX1|6	181
contig332954|SNX8|7	305
contig206434|EFTUD2|5	424
contig209346|LRP5|11	257
contig108752|ITM2B|8	340
contig205314|HACE1|11	232
contig206775|RABEPK|12	260
contig106815|HMG20A|8	324
contig203908|NPEPPS|8	273
contig190217|PDZRN3|11	219
contig314923|PCDH20|6	264
contig156525|JARID2|11	265
contig133919|GLG1|5	324
contig319285|RTN4R|11	306
contig158594|HDAC5|11	158
contig321803|RPH3AL|11	324
contig321382|ATIC|3	381
contig209650|KCNK6|11	407
contig210064|SPPL2B|6	247
contig215461|POLR3B|6	207
contig145229|FGL1|6	316
contig368397|FKBP7|6	416
contig314246|CAPN3|7	386
contig315172|ZFYVE9|11	221
contig315317|DOCK7|6	234
contig202747|SUV39H1|11	278
contig189591|PYGL|3	379
contig1026493|CLN6|6	184
contig390350|MAML2|12	322
contig158579|BTD|11	359
contig201526|PXDN|7	321
contig65877|GLRX|11	209
contig316177|EIF4E3|6	271
contig319945|PEX3|6	374
contig207495|KCNK9|11	204
contig211273|AOX1|11	250
contig333358|TFEB|8	273
contig126104|PDCD2L|6	202
contig318358|C20orf11|6	172
contig318348|CHAC2|11	302
contig321724|WDR77|11	364
contig326820|CLVS1|8	231
contig321361|PRCC|8	275
contig323297|LMTK3|8	236
contig344040|FAM207A|11	316
contig123745|MED13|11	208
contig109879|C16orf87|11	348
contig206467|PAQR8|8	248
contig755358|PDZK1IP1|8	364
contig315158|ZNF25|11	325
contig43660|WFS1|11	227
contig315440|TRIP12|2	261
contig347590|ZFYVE28|8	246
contig136659|CPVL|6	292
contig331334|CLNS1A|6	273
contig144943|STRADA|6	285
contig202711|EHD1|11	337
contig323999|EIF3I|3	324
contig317755|APLN|11	261
contig207408|RBM45|6	280
contig481336|LRRC8E|12	380
contig364342|COL7A1|11	176
contig124505|DUS2L|6	358
contig108472|STAG2|3	336
contig156625|NET1|8	404
contig134421|ARG2|11	259
contig328960|CCNB1|9	379
contig144315|SFSWAP|11	281
contig712735|ITIH2|8	256
contig40701|RBM12|11	321
contig204210|PGAP1|8	298
contig206152|DHX9|11	267
contig317636|USP39|2	316
contig314833|BCAP29|4	185
contig323108|DALRD3|11	393
contig324680|ST6GALNAC2|8	291
contig207424|SCNM1|11	230
contig359783|DERL2|6	448
contig159296|TMEM39A|6	417
contig201478|TGM2|11	407
contig318486|KBTBD3|6	370
contig320243|FREM1|12	400
contig375563|TXNRD2|6	397
contig101093|UHRF2|8	272
contig325676|AP5Z1|11	346
contig145544|CABP1|4	171
contig202588|FDFT1|6	217
contig320852|TRMT61B|11	320
contig314662|CFH|11	281
contig322980|COL9A1|6	362
contig98205|OLFML2B|11	205
contig344350|RPP38|10	341
contig189131|ABCA1|6	233
contig317123|CD93|11	309
contig205546|AADAC|11	291
contig316238|EIF3D|6	282
contig480756|C19orf71|11	178
contig322401|ULK4|6	304
contig314530|ZNF615|11	322
contig477117|UTS2|8	331
contig190007|GPN3|6	167
contig315286|TOE1|11	313
contig315541|ARHGAP10|6	277
contig158505|ST3GAL5|11	423
contig183163|TNS1|6	240
contig106335|TMEM43|6	313
contig204558|TTC12|11	193
contig334561|CPA1|8	250
contig144380|DLGAP4|11	283
contig203688|ZBTB49|6	188
contig144768|RFNG|6	238
contig317963|DHX40|6	282
contig54390|PFDN6|6	156
contig316207|EDEM1|6	266
contig316544|BICC1|11	260
contig29224|ABRACL|8	338
contig204570|GGH|6	259
contig183183|TAF2|7	396
contig316983|ALPK3|11	350
contig334725|ZNF335|11	270
contig337975|IGLL5|11	358
contig324030|RHEBL1|8	247
contig134063|GMPR|6	378
contig394113|FAM194A|6	316
contig326707|FAM222B|8	356
contig315516|SERPING1|11	234
contig194857|CELA3B|6	408
contig155849|RPRD1B|6	300
contig98141|SAMD9L|11	251
contig77647|TGM3|8	353
contig314293|DNAJC14|11	329
contig448215|CAPN5|6	193
contig331367|CRCP|11	428
contig183007|ANO10|7	330
contig191957|CCDC101|3	409
contig365797|NCOA2|6	355
contig207627|EYA4|8	319
contig144672|MXRA7|8	365
contig121771|USMG5|11	162
contig188823|IGFN1|11	294
contig189279|SHCBP1|9	323
contig333995|TEX26|11	327
contig169630|SLC39A11|11	232
contig201690|BCL2L13|11	259
contig320245|ARPP19|6	233
contig146433|MAK16|6	307
contig369778|GYPC|11	342
contig124369|COG5|6	405
contig220006|HRAS|6	202
contig337302|SELT|11	357
contig204897|NFKB2|11	310
contig205681|DUSP23|8	288
contig327427|AOC2|12	369
contig318182|RYR1|11	221
contig317977|MAN2B2|11	271
contig219448|BDH1|6	341
contig324782|COMMD9|8	271
contig363282|SELRC1|11	422
contig205578|CGN|11	297
contig155633|KDELC2|6	276
contig190299|LAYN|9	299
contig316112|PCDH7|11	232
contig805670|JPH1|8	355
contig329087|DNA2|8	181
contig314875|RTN3|11	250
contig213261|LOC100510030|11	389
contig319674|ANKRD2|7	252
contig92409|SYNPO2L|9	228
contig315855|ARHGAP32|8	251
contig134932|MND1|6	315
contig69388|IAH1|8	251
contig324586|FIBIN|8	155
contig316868|OXTR|11	233
contig193175|ACADL|3	372
contig142275|OAZ2|6	174
contig485895|PIRT|11	321
contig210045|MEA1|12	278
contig201483|CHKA|3	277
contig318387|UTP15|6	388
contig236977|PPP1R14B|11	286
contig314948|PDP2|11	255
contig206764|UBE2A|6	341
contig139848|OASL|11	398
contig145025|8-Mar|6	272
contig212406|SNX27|3	163
contig318919|ALCAM|8	387
contig315796|C17orf39|6	216
contig131018|NDUFAF6|3	217
contig444454|SLCO2B1|11	192
contig226816|TYW5|3	289
contig315134|UGCG|2	385
contig505406|RAPGEFL1|8	292
contig208857|LTA4H|8	338
contig325995|GLTP|11	278
contig316159|ITFG1|6	269
contig113833|TM7SF2|8	271
contig322053|ABCC10|8	243
contig314817|TLR5|11	235
contig318012|KANK1|6	206
contig141617|CYP3A4|6	212
contig109679|FAM120B|11	314
contig317895|LETMD1|11	303
contig315273|PRRC1|11	231
contig118269|POLG2|11	357
contig98494|DTX2|11	222
contig73796|SLC25A48|6	365
contig213945|RNF13|3	326
contig231133|WASF2|6	403
contig201651|TNKS|2	186
contig189257|IDH1|6	354
contig318982|FKRP|11	275
contig62300|C6orf211|6	373
contig88654|MOB3A|6	416
contig322385|LRP3|11	267
contig321810|SARS2|11	353
contig628649|RALYL|6	185
contig319658|TRIB1|8	389
contig263502|SLC4A1AP|11	183
contig315641|ELF2|6	266
contig314928|CEP95|9	401
contig320321|SCPEP1|11	307
contig396122|ARHGEF33|6	254
contig213337|LRRC43|11	375
contig451177|SMPD4|6	426
contig317426|ABHD14A|11	416
contig220492|KATNAL1|6	160
contig315598|NDRG1|8	257
contig317401|SYNM|8	216
contig318432|PWWP2B|12	342
contig198987|NDUFA4L2|11	178
contig107295|TXNDC15|8	335
contig798250|CSMD1|8	286
contig189293|RRP12|12	240
contig207285|RTN1|8	379
contig317068|INTS9|2	274
contig315289|HMGCR|9	196
contig471777|PRDX1|11	225
contig213363|AKIRIN2|4	288
contig844113|C8orf4|8	286
contig319616|SEC13|8	339
contig87568|CHFR|6	201
contig322666|C15orf58|8	337
contig315928|DHRS11|6	278
contig144549|LMCD1|6	208
contig209469|BIVM|6	193
contig78301|CAMK2G|6	206
contig315136|GABPA|7	213
contig132227|PTPLA|8	197
contig317168|CCDC18|6	236
contig145718|TRMT1L|11	439
contig317700|UBE4B|6	189
contig203155|MTM1|8	165
contig85413|LAMC1|7	249
contig201450|FAM107A|7	177
contig319081|MCCC2|11	315
contig74345|TAF1B|6	324
contig329342|MSRB1|8	247
contig339294|TULP3|12	190
contig141124|IL1RAPL1|6	281
contig190869|PPP2R5E|11	194
contig63273|DAK|11	286
contig183267|LYRM1|11	161
contig358161|C9orf69|6	417
contig324674|PAN2|4	449
contig747236|ADAM33|6	359
contig203109|GPR19|6	357
contig189927|STBD1|8	326
contig190551|KDM4A|6	289
contig144755|SVIL|3	241
contig529256|RPS14|6	158
contig316046|NCEH1|11	348
contig364608|CRYBB3|12	334
contig319277|TTC30B|6	267
contig733956|SOX7|6	239
contig202177|SLC29A3|6	306
contig156080|LENG8|8	338
contig207934|ACAD10|9	405
contig346270|TMEM55B|6	250
contig47650|PDLIM1|7	324
contig461979|TMEM186|12	287
contig77946|METTL6|8	389
contig228264|INTS2|6	290
contig145341|TMEM59L|11	152
contig79597|PSMF1|11	291
contig238423|ZPBP|8	278
contig354814|ALDH1B1|8	323
contig316577|BTN1A1|11	300
contig226111|GRIK1|6	317
contig352600|LYRM2|11	266
contig45212|FAM120A|11	264
contig111304|NT5DC2|8	330
contig722297|PLA2G6|6	216
contig211246|RNF126|3	343
contig140760|CYB5R2|8	321
contig133464|BLOC1S1|6	166
contig323876|EPHA1|7	178
contig315430|SWAP70|6	286
contig218334|RNF19B|11	221
contig145581|CCDC138|11	348
contig320828|LPPR3|11	308
contig319101|ZFAT|8	235
contig219099|NPHP4|8	319
contig211866|ADCK5|11	248
contig207612|GDPD1|6	358
contig321280|ADH4|6	229
contig112098|TMEM150C|6	327
contig359740|SLC38A7|11	255
contig206223|PNLIP|7	352
contig314513|PLA2G16|9	312
contig805306|ATP5I|8	152
contig159956|NT5C3L|11	426
contig317849|MARS2|12	288
contig631272|PDXP|11	260
contig117349|ANKHD1-EIF4EBP3|4	219
contig206998|ATP13A1|6	352
contig124292|CERK|8	351
contig333012|TRPS1|6	277
contig318339|SH3BP5L|11	266
contig314887|ASB8|11	224
contig213207|ALG9|8	397
contig216649|DNAJC9|11	184
contig114267|FAM109A|6	268
contig208666|PAMR1|6	339
contig365438|SLC9A6|6	311
contig318972|RTKN2|11	376
contig317002|NKTR|11	419
contig206019|DDX56|6	338
contig343150|OCIAD1|11	279
contig321713|EEPD1|6	384
contig329915|MRPS5|8	272
contig319359|MTMR4|8	261
contig315376|C5orf30|6	370
contig416415|SHKBP1|8	226
contig232444|NANP|6	178
contig228655|ALG5|3	264
contig294132|PPM1H|8	160
contig191401|LHPP|8	183
contig113738|SHC1|11	295
contig205402|ZNF267|11	252
contig318751|CYBB|6	360
contig316311|MKL2|11	221
contig139762|NCSTN|11	337
contig201675|ZNF469|11	368
contig316157|TMEM51|11	252
contig318142|GARS|6	376
contig201735|MED23|6	178
contig315669|LYPLA1|11	279
contig139821|MATN1|11	212
contig554275|SYP|6	436
contig245404|EMB|6	433
contig334253|KIF13B|8	343
contig315069|GORASP1|6	244
contig452440|DYNLRB2|6	340
contig315259|NOTCH1|11	394
contig233210|TMEM107|8	162
contig320696|FKBP4|6	293
contig336111|ARHGEF18|11	210
contig318980|DARS2|6	259
contig206970|GBA3|6	349
contig319444|XYLT1|11	247
contig220557|FAM49B|1	380
contig319265|USP14|3	268
contig360782|EBI3|8	334
contig185628|INPP4B|6	224
contig219492|FLJ27352|11	357
contig203727|PPP6R1|8	302
contig226610|TFF2|11	215
contig349237|CCDC147|6	277
contig183459|F13B|11	362
contig105591|XIRP2|12	328
contig193803|SLC39A9|8	234
contig85468|STARD3|6	326
contig214599|AKT2|6	211
contig811651|ABCD1|8	416
contig328463|EXD3|8	311
contig314867|LPL|11	293
contig135327|IRF3|12	389
contig205654|RAP1GDS1|2	234
contig106719|OGFOD2|8	222
contig183100|SCAF11|10	296
contig146917|FAHD1|6	300
contig157283|SETD6|11	256
contig201723|SERBP1|8	268
contig155541|ASAP2|8	281
contig856799|KSR2|1	286
contig108580|DLG1|11	173
contig318344|NUP88|7	307
contig830862|USP53|2	230
contig782187|KIAA1958|6	210
contig124110|MIDN|6	248
contig194171|RAB33A|6	282
contig318228|CPAMD8|11	221
contig317508|PRKAR1B|8	298
contig189497|SUCLA2|6	293
contig322113|KCNQ3|6	329
contig320485|RPUSD1|11	290
contig319501|TAF3|6	318
contig205593|RENBP|8	239
contig53193|ZNF207|11	160
contig85421|SERINC5|11	242
contig442815|ADCYAP1|8	365
contig323775|C12orf66|11	375
contig315211|1-Mar|8	178
contig65178|TMEM56-RWDD3|7	286
contig235255|UTP11L|6	400
contig205060|EIF3B|1	313
contig155933|FUBP3|6	242
contig140937|TTLL9|3	344
contig228046|CNN1|6	316
contig323692|NSUN6|11	245
contig315237|DNAJC3|6	351
contig188861|PRSS8|11	171
contig207379|NOP58|8	164
contig202248|DOCK1|6	430
contig213084|RPL4|2	367
contig349065|NME5|8	424
contig407532|GFI1|8	173
contig319898|DCAF5|12	217
contig320514|RABGGTB|2	395
contig139877|CKAP2L|11	338
contig360372|GPR98|8	316
contig317801|TEDDM1|11	389
contig155573|PCM1|9	220
contig315404|EIF2AK4|8	196
contig204009|KANSL1|12	214
contig188987|PRKCG|8	283
contig314350|ACSS2|9	345
contig327832|CRYBG3|9	415
contig326738|MRPL3|6	359
contig333412|ALG10|6	294
contig340400|ZCCHC14|8	358
contig315284|PRICKLE2|11	350
contig315024|CHMP4B|6	340
contig325945|TMEM86A|9	326
contig346700|MDM1|11	177
contig318249|MBD5|11	263
contig134051|CAMK2D|8	254
contig319405|RDH10|6	266
contig315365|SASS6|6	189
contig90150|C7orf57|6	274
contig204963|ABCD3|2	334
contig38322|OTOGL|8	303
contig318267|ADAMTS12|11	238
contig444290|NPFF|8	354
contig157819|XPOT|6	343
contig87118|ANKRD10|12	261
contig333605|NECAB1|6	240
contig321173|NRAS|11	332
contig321028|PNCK|3	323
contig206331|AP1M1|11	287
contig98117|FBN2|4	241
contig90961|GGNBP2|6	210
contig315091|TOMM70A|3	263
contig317037|SH3BGRL|8	181
contig344987|LGALS3|8	365
contig207775|ALG12|8	221
contig315898|FRK|9	248
contig772582|ZBTB7A|6	435
contig318332|CDK14|2	269
contig338049|STARD5|6	233
contig325526|LEP|8	352
contig316293|ARMC1|4	262
contig329446|APOE|11	312
contig157119|LRIG1|11	435
contig344588|FASN|11	390
contig331545|DNLZ|11	268
contig314612|CBX5|6	201
contig261086|HOXA5|6	265
contig334190|ASRGL1|11	202
contig988591|EXOC1|8	218
contig323385|CHRNB1|11	317
contig458030|SLC35F2|6	300
contig323247|ZADH2|11	296
contig197183|ESPL1|11	414
contig341159|NGB|11	272
contig323593|RAB5B|6	362
contig204376|NFS1|11	277
contig880363|TOMM7|11	178
contig355732|PRDX3|11	379
contig325047|SCG3|11	216
contig326516|CPA6|8	425
contig320670|EGFL6|11	193
contig238132|CCK|8	287
contig320189|PAK7|6	436
contig207412|PELP1|11	224
contig341240|C15orf38|8	210
contig320452|DUS1L|4	332
contig202870|CXorf57|12	260
contig319329|ERG|11	194
contig87648|NAE1|6	424
contig183655|RMND5B|7	352
contig203583|KPNA1|6	202
contig315827|MMP2|6	210
contig218491|LDLRAD3|3	394
contig324050|SPEF1|8	248
contig330422|NXPH2|11	307
contig317785|KIAA1383|12	447
contig202911|CASQ1|6	412
contig376456|NKIRAS2|8	238
contig357332|SLC26A2|8	338
contig321597|ADHFE1|6	281
contig317122|MUC2|11	238
contig342013|SAMD14|7	281
contig392377|GNAO1|6	197
contig318958|POLR3G|11	197
contig315338|BCORL1|8	286
contig330699|IGLON5|8	300
contig367488|ANAPC7|4	409
contig315192|LPIN2|8	322
contig321086|FAM179B|12	244
contig135777|ASZ1|11	322
contig332533|NUPL2|11	332
contig320818|CCDC130|11	256
contig204102|VPS33B|8	157
contig314963|TTLL4|11	224
contig159585|IPP|6	241
contig314381|NSD1|11	328
contig104919|PRKCSH|8	315
contig57703|USP32|6	394
contig201762|GOLPH3|6	342
contig322780|TXNDC12|6	319
contig104602|HSD17B10|6	335
contig318222|LIMK2|7	254
contig315644|AGPAT6|3	348
contig203596|ACTN3|1	301
contig125922|ST5|11	290
contig323190|C19orf25|11	236
contig122515|NOL8|11	285
contig108447|C3orf70|6	256
contig330405|BEND5|11	381
contig321478|SP4|6	358
contig78974|HNRNPM|11	311
contig325194|ENO2|6	198
contig60715|MYL12B|8	168
contig212439|FBXO8|6	327
contig133764|PPP2R5D|11	197
contig190507|ABHD6|6	263
contig317060|WDHD1|12	428
contig208365|TMEM39B|11	334
contig144506|ENPP2|6	422
contig284493|PLXDC1|6	238
contig315674|SGK2|9	259
contig316438|HAUS2|8	187
contig202569|ACADSB|11	235
contig117873|FARS2|8	445
contig316631|THOP1|11	362
contig317980|RFXAP|9	390
contig312862|CYP2D6|7	246
contig582437|C14orf101|6	235
contig317358|HSPA14|6	286
contig140829|PSMD13|6	325
contig699045|BAI2|6	225
contig404709|CCDC86|11	271
contig141828|CD164|11	272
contig113434|WDR61|11	172
contig315407|APCS|12	261
contig418346|PHF12|11	330
contig134799|CAMK1|6	320
contig82067|COMMD2|11	414
contig78802|TIMM17B|8	276
contig350551|CYB561|7	406
contig324294|RCOR2|7	290
contig316445|7-Sep|3	218
contig204628|PCYT1A|2	266
contig211954|BUD13|11	379
contig202422|GRIA3|6	244
contig326768|BRMS1L|8	152
contig189505|MKS1|7	222
contig214631|HSDL1|6	343
contig134980|FAM198B|11	223
contig479958|SIK2|8	296
contig315853|NPEPL1|9	246
contig156654|RIOK3|6	306
contig183331|CCNK|11	301
contig202926|GUCY1B3|6	362
contig318419|TCEA1|11	216
contig315369|SRBD1|6	285
contig202044|EDC4|11	216
contig141369|EIF2B3|8	450
contig106456|MAPRE2|11	186
contig320967|RFFL|7	385
contig189659|SNX4|6	236
contig315921|FAM114A1|11	398
contig140067|MUSTN1|8	335
contig375300|TBXAS1|11	238
contig125314|ACOX3|7	281
contig358397|CD99L2|8	265
contig81851|SDCBP|11	250
contig145620|FBXO25|11	178
contig203416|NAT8B|11	392
contig732071|ANKAR|8	224
contig206739|B3GALTL|6	393
contig472501|SLC19A2|6	324
contig136811|ATP5G2|4	152
contig422505|SST|6	260
contig316794|FBXO7|8	276
contig135637|ARMC7|6	333
contig333266|ACIN1|6	343
contig320250|OFD1|12	313
contig134664|NAA35|6	230
contig219835|MMP1|7	279
contig113421|NFATC1|6	243
contig322748|SFTPB|11	254
contig496429|C15orf63|6	419
contig330152|PHC1|11	244
contig322722|SMARCD3|6	164
contig215874|CNKSR2|6	281
contig316162|GPR125|6	307
contig77869|TPD52|11	279
contig106631|WDR45L|3	220
contig320179|ZC3HC1|11	272
contig314328|SLC9A7|6	240
contig720829|MPP2|6	427
contig323902|TMEM74|11	386
contig741601|ZNF770|8	245
contig183557|CCT4|2	276
contig316556|DHRS7C|11	210
contig316013|PDE12|6	438
contig190535|TIPRL|8	386
contig316530|CEP70|11	347
contig230812|FCN3|6	282
contig345995|OCRL|4	226
contig106418|CEP170|6	411
contig314584|ADAM10|6	262
contig316990|IPCEF1|11	202
contig205513|MYOM1|7	291
contig326290|EFR3A|6	409
contig330148|KRT18|11	222
contig320257|HECW2|8	169
contig183455|GOSR2|8	333
contig28590|MR1|8	431
contig336586|BRWD1|11	154
contig315020|DICER1|6	264
contig317673|STEAP4|11	405
contig157248|FUT8|6	312
contig315572|RAB11FIP1|11	361
contig319724|ENPP5|11	205
contig158203|NCKAP1L|4	266
contig205891|UPF3B|11	220
contig203442|C22orf25|6	392
contig206443|OSBP|11	218
contig104915|SH3BP5|8	257
contig407325|SH3RF1|8	302
contig321934|SUZ12|3	316
contig75637|RTF1|6	176
contig317798|C14orf109|11	307
contig93380|PCBP2|4	241
contig820266|ARHGAP42|5	222
contig316814|TEN1|11	260
contig363689|PGLYRP2|11	294
contig204395|VDAC1|6	224
contig314363|TRAPPC9|11	327
contig189891|INPP4A|6	328
contig742440|PSMA7|8	260
contig350575|C20orf24|1	175
contig204169|ATP6V0A2|7	393
contig328023|ALKBH5|6	252
contig155945|DAP3|6	336
contig140793|RAB8A|6	246
contig212520|SCN8A|11	316
contig369938|C11orf65|11	166
contig323842|TMCO6|9	351
contig331787|TEKT3|11	245
contig317946|C14orf37|8	210
contig155990|RAB11FIP5|8	158
contig315981|LECT1|8	212
contig58968|ESD|8	168
contig320459|TOPBP1|11	225
contig324217|FNBP1L|6	357
contig330230|SLC25A51|11	244
contig193983|ANGPTL2|11	445
contig320941|STAMBPL1|11	432
contig203262|CHUK|6	260
contig333423|STOML1|8	152
contig287520|SYN3|6	249
contig347862|WIF1|8	396
contig101239|NR4A1|11	315
contig183067|SWT1|6	284
contig337204|ST3GAL4|11	289
contig101005|APRT|8	377
contig329223|DUOX2|3	339
contig133636|ACBD7|6	381
contig161838|HOPX|12	184
contig161679|SERPINA1|11	254
contig166007|ZNF415|11	271
contig317385|ADCK4|6	206
contig160755|STXBP4|11	321
contig98136|CAPN9|7	395
contig342440|CD226|12	316
contig315722|RECK|6	322
contig63162|MCM7|11	366
contig316711|RGMB|8	251
contig90790|E10G4|OPA	250
contig329420|MPZL3|11	268
contig134789|PGAM1|6	367
contig122937|SLC25A46|11	258
contig144510|DCAF6|2	198
contig206865|KLHL9|6	292
contig203799|CCM2|6	276
contig318000|TLL2|11	336
contig316620|FAM40A|4	402
contig317137|C12orf26|11	261
contig61369|C1orf43|6	244
contig334323|TBCC|11	231
contig330008|VAMP2|6	198
contig317357|WHSC1L1|11	261
contig202194|NT5C2|8	280
contig357729|PLXNB1|8	162
contig207036|CHST2|6	242
